user_id,signup_date,state,device_brand,age_group,kyc_completed,bank_linked,first_txn_date,cashback_given,churn_date
U18566,2019-05-20,uttar-pradesh,Samsung,26-35,0,0,,0,
U18567,2019-10-14,maharashtra,Motorola,36-45,1,1,2019-10-18,1,
U18568,2019-11-07,maharashtra,Vivo,36-45,1,1,2019-12-07,0,2020-02-15
U18569,2019-07-29,karnataka,Samsung,26-35,1,1,2019-08-01,1,
U18570,2021-12-06,andhra-pradesh,Samsung,18-25,1,0,,1,
U18571,2019-12-01,andhra-pradesh,Samsung,26-35,1,1,2019-12-05,0,2020-03-04
U18572,2020-04-26,karnataka,Realme,18-25,1,1,2020-04-28,0,
U18573,2019-07-08,maharashtra,Xiaomi,18-25,1,1,2019-08-05,0,2019-10-15
U18574,2021-01-07,west-bengal,Xiaomi,18-25,1,1,2021-01-19,0,
U18575,2021-01-01,west-bengal,Samsung,26-35,1,1,2021-01-21,1,
U18576,2020-11-23,madhya-pradesh,Xiaomi,26-35,1,1,2020-12-11,0,
U18577,2019-06-16,odisha,Oppo,36-45,1,0,,1,
U18578,2021-04-25,maharashtra,Realme,18-25,1,1,2021-04-30,1,
U18579,2020-12-04,uttar-pradesh,Xiaomi,36-45,1,1,2020-12-11,1,2021-01-11
U18580,2019-05-23,andhra-pradesh,Samsung,36-45,1,0,,0,
U18581,2021-10-05,maharashtra,Others,26-35,1,0,,1,
U18582,2021-03-31,maharashtra,Samsung,18-25,1,1,2021-04-30,1,2021-06-03
U18583,2022-01-21,tamil-nadu,Samsung,46-60,1,1,2022-01-31,0,2022-04-18
U18584,2019-05-08,andhra-pradesh,Xiaomi,26-35,0,0,,0,
U18585,2021-12-10,madhya-pradesh,Xiaomi,18-25,1,0,,0,
U18586,2021-05-02,karnataka,Xiaomi,26-35,1,1,2021-05-19,0,2021-06-24
U18587,2022-08-07,west-bengal,Samsung,18-25,1,1,2022-08-13,0,
U18588,2021-03-21,tamil-nadu,Realme,18-25,1,1,2021-03-22,0,
U18589,2022-11-23,andhra-pradesh,Oppo,18-25,1,1,2022-11-30,1,
U18590,2019-11-14,madhya-pradesh,Xiaomi,26-35,1,0,,0,
U18591,2022-01-27,karnataka,Vivo,18-25,1,1,2022-02-01,0,2022-04-03
U18592,2019-07-03,tamil-nadu,Oppo,36-45,1,1,2019-07-23,1,
U18593,2020-02-29,andhra-pradesh,Apple,46-60,1,1,2020-03-04,1,2020-05-04
U18594,2021-07-07,karnataka,Others,46-60,0,0,,0,
U18595,2019-11-22,jharkhand,Oppo,18-25,1,1,2019-12-15,0,2020-01-23
U18596,2019-08-25,telangana,Motorola,18-25,0,0,,0,
U18597,2020-06-18,west-bengal,Samsung,26-35,1,1,2020-06-22,1,
U18598,2020-04-10,telangana,Oppo,26-35,1,1,2020-04-20,0,
U18599,2020-05-05,karnataka,Oppo,36-45,1,0,,0,
U18600,2019-04-26,maharashtra,Samsung,46-60,1,0,,0,
U18601,2022-08-13,west-bengal,Samsung,18-25,1,1,2022-09-06,1,
U18602,2022-10-31,assam,Xiaomi,18-25,1,1,2022-11-02,0,
U18603,2022-02-16,west-bengal,Xiaomi,18-25,1,1,2022-03-01,0,
U18604,2019-02-19,uttar-pradesh,Samsung,36-45,1,1,2019-03-09,1,2019-05-02
U18605,2019-04-18,punjab,OnePlus,36-45,1,1,2019-04-29,1,
U18606,2022-08-09,andhra-pradesh,Samsung,46-60,1,1,2022-08-15,1,
U18607,2022-11-29,west-bengal,Oppo,18-25,0,0,,0,
U18608,2020-04-06,gujarat,Xiaomi,26-35,1,1,2020-04-08,0,
U18609,2021-09-07,telangana,Oppo,26-35,0,0,,1,
U18610,2019-03-28,assam,Realme,36-45,1,0,,0,
U18611,2019-03-28,tamil-nadu,Motorola,26-35,0,0,,0,
U18612,2020-03-24,andhra-pradesh,Xiaomi,26-35,1,1,2020-03-30,1,
U18613,2020-04-21,punjab,Xiaomi,26-35,1,1,2020-04-26,0,
U18614,2019-11-09,haryana,Vivo,36-45,1,1,2019-11-15,0,
U18615,2019-10-09,kerala,Oppo,18-25,1,0,,0,
U18616,2021-10-22,andhra-pradesh,Samsung,18-25,1,1,2021-10-29,0,
U18617,2020-10-16,jharkhand,Xiaomi,36-45,1,0,,0,
U18618,2020-10-23,uttar-pradesh,Realme,46-60,0,0,,1,
U18619,2021-03-04,uttar-pradesh,Oppo,36-45,1,1,2021-03-11,0,2021-05-16
U18620,2022-07-23,uttar-pradesh,Realme,18-25,1,1,2022-08-09,0,2022-10-25
U18621,2022-10-04,rajasthan,Realme,18-25,1,1,2022-11-03,0,
U18622,2021-03-21,madhya-pradesh,Realme,26-35,1,1,2021-03-22,1,2021-06-06
U18623,2019-02-09,rajasthan,Xiaomi,26-35,1,1,2019-02-10,1,2019-04-09
U18624,2021-11-10,jharkhand,Xiaomi,18-25,1,1,2021-11-15,1,
U18625,2020-08-16,karnataka,Xiaomi,36-45,0,0,,1,
U18626,2021-10-05,kerala,Others,18-25,1,1,2021-10-11,0,
U18627,2019-02-18,bihar,Oppo,36-45,1,1,2019-02-20,0,
U18628,2022-10-03,tamil-nadu,Others,26-35,1,1,2022-10-27,1,
U18629,2022-11-28,gujarat,Xiaomi,36-45,0,0,,0,
U18630,2021-04-29,bihar,Apple,46-60,1,1,2021-05-02,1,
U18631,2022-01-31,punjab,Vivo,46-60,0,0,,1,
U18632,2019-05-20,madhya-pradesh,Motorola,46-60,1,1,2019-06-10,1,2019-09-04
U18633,2019-03-24,odisha,Vivo,26-35,1,1,2019-03-31,0,
U18634,2020-02-14,west-bengal,Oppo,18-25,1,0,,1,
U18635,2022-04-22,rajasthan,Oppo,46-60,1,1,2022-05-11,1,
U18636,2019-03-15,west-bengal,Motorola,18-25,1,0,,0,
U18637,2020-03-03,west-bengal,Samsung,18-25,1,1,2020-03-07,1,2020-05-13
U18638,2020-04-15,andhra-pradesh,Samsung,26-35,1,1,2020-05-13,0,
U18639,2022-04-08,karnataka,Xiaomi,26-35,0,0,,0,
U18640,2021-10-03,madhya-pradesh,Vivo,26-35,0,0,,1,
U18641,2019-01-15,kerala,Samsung,18-25,0,0,,0,
U18642,2020-12-16,assam,Oppo,18-25,0,0,,1,
U18643,2022-12-08,gujarat,OnePlus,36-45,1,1,2022-12-11,0,2023-03-09
U18644,2019-06-15,telangana,Xiaomi,18-25,1,1,2019-06-21,1,
U18645,2022-04-06,kerala,Oppo,26-35,0,0,,0,
U18646,2021-01-23,madhya-pradesh,Xiaomi,36-45,1,1,2021-01-30,0,2021-04-25
U18647,2021-11-08,tamil-nadu,Samsung,26-35,1,1,2021-11-13,1,
U18648,2019-12-03,telangana,Oppo,26-35,1,1,2019-12-20,1,
U18649,2021-03-24,uttarakhand,Samsung,26-35,1,1,2021-03-30,0,2021-05-18
U18650,2020-03-11,west-bengal,Samsung,26-35,1,0,,0,
U18651,2019-11-08,telangana,Apple,26-35,1,1,2019-11-15,1,
U18652,2022-01-03,karnataka,Motorola,26-35,1,1,2022-01-05,0,
U18653,2019-01-16,west-bengal,Vivo,26-35,0,0,,1,
U18654,2022-07-09,maharashtra,Motorola,36-45,1,1,2022-07-10,1,2022-09-10
U18655,2022-06-29,kerala,Vivo,18-25,0,0,,0,
U18656,2020-07-30,uttar-pradesh,Apple,18-25,1,1,2020-08-10,0,
U18657,2020-06-28,maharashtra,OnePlus,46-60,0,0,,0,
U18658,2022-02-13,uttar-pradesh,Samsung,36-45,1,1,2022-03-15,0,
U18659,2021-02-05,rajasthan,Xiaomi,36-45,1,1,2021-03-03,0,2021-04-17
U18660,2021-11-12,maharashtra,Xiaomi,26-35,0,0,,1,
U18661,2021-03-06,maharashtra,Samsung,18-25,1,0,,0,
U18662,2019-11-24,gujarat,Realme,26-35,0,0,,0,
U18663,2020-02-17,andhra-pradesh,Xiaomi,18-25,1,1,2020-03-18,0,
U18664,2022-05-29,karnataka,Samsung,36-45,1,1,2022-06-18,0,
U18665,2020-06-08,maharashtra,Realme,26-35,1,1,2020-06-11,0,
U18666,2020-11-16,rajasthan,Samsung,46-60,1,1,2020-11-22,0,
U18667,2020-02-05,odisha,Vivo,26-35,1,1,2020-02-29,1,
U18668,2020-10-31,gujarat,Xiaomi,26-35,0,0,,1,
U18669,2020-06-17,rajasthan,Apple,36-45,0,0,,0,
U18670,2021-03-15,andhra-pradesh,Oppo,36-45,0,0,,1,
U18671,2019-09-02,uttar-pradesh,Others,18-25,1,0,,1,
U18672,2022-08-25,kerala,Oppo,36-45,0,0,,0,
U18673,2020-08-07,maharashtra,Samsung,26-35,1,1,2020-08-10,0,
U18674,2021-07-13,maharashtra,Others,26-35,0,0,,1,
U18675,2019-03-01,maharashtra,Samsung,18-25,1,0,,0,
U18676,2021-07-01,bihar,Oppo,18-25,1,0,,0,
U18677,2022-05-20,tamil-nadu,Samsung,36-45,0,0,,0,
U18678,2022-08-27,west-bengal,Others,26-35,0,0,,0,
U18679,2022-10-07,maharashtra,Oppo,18-25,1,1,2022-10-11,0,2022-12-12
U18680,2021-11-14,bihar,Motorola,18-25,0,0,,1,
U18681,2021-04-10,tamil-nadu,Xiaomi,18-25,1,1,2021-04-23,0,
U18682,2020-02-24,uttar-pradesh,Oppo,36-45,1,1,2020-02-29,1,
U18683,2020-01-14,telangana,Oppo,18-25,1,1,2020-01-19,0,2020-04-01
U18684,2019-08-19,maharashtra,Realme,26-35,1,1,2019-09-09,1,2019-11-22
U18685,2019-03-27,gujarat,Xiaomi,36-45,1,0,,0,
U18686,2021-03-04,tamil-nadu,Apple,46-60,1,1,2021-03-12,0,
U18687,2019-08-07,telangana,Oppo,26-35,1,1,2019-08-12,1,2019-10-22
U18688,2020-02-26,west-bengal,Xiaomi,18-25,1,1,2020-03-04,0,
U18689,2020-02-14,haryana,Samsung,18-25,1,1,2020-02-15,0,
U18690,2022-03-13,telangana,Samsung,46-60,1,1,2022-04-01,0,
U18691,2020-09-03,rajasthan,OnePlus,26-35,1,1,2020-09-06,0,
U18692,2022-11-13,uttar-pradesh,Samsung,36-45,1,1,2022-11-23,0,
U18693,2022-10-12,rajasthan,Vivo,18-25,1,0,,0,
U18694,2020-03-14,uttar-pradesh,Vivo,18-25,1,1,2020-03-20,0,2020-05-03
U18695,2022-04-29,maharashtra,Xiaomi,18-25,1,0,,0,
U18696,2020-09-13,maharashtra,Vivo,36-45,1,0,,1,
U18697,2021-01-09,andhra-pradesh,Samsung,36-45,0,0,,1,
U18698,2021-08-07,andhra-pradesh,Samsung,26-35,1,1,2021-09-02,1,
U18699,2019-04-22,west-bengal,Xiaomi,46-60,1,0,,0,
U18700,2022-08-19,haryana,Vivo,18-25,1,1,2022-09-09,1,
U18701,2022-07-06,odisha,Vivo,46-60,1,1,2022-07-27,1,2022-10-17
U18702,2020-04-15,tamil-nadu,Oppo,26-35,0,0,,1,
U18703,2022-03-06,west-bengal,Oppo,36-45,1,1,2022-03-10,1,
U18704,2020-05-31,rajasthan,Apple,26-35,1,1,2020-06-02,0,2020-07-20
U18705,2020-03-20,telangana,Oppo,36-45,1,1,2020-03-26,0,2020-05-31
U18706,2021-11-12,telangana,Samsung,18-25,1,1,2021-11-20,0,
U18707,2019-02-18,uttar-pradesh,Motorola,36-45,1,1,2019-02-21,1,
U18708,2020-09-26,uttar-pradesh,Xiaomi,26-35,0,0,,0,
U18709,2019-01-26,maharashtra,Xiaomi,26-35,0,0,,0,
U18710,2020-03-19,uttar-pradesh,Motorola,46-60,1,1,2020-03-23,1,
U18711,2020-01-06,karnataka,Samsung,26-35,0,0,,0,
U18712,2020-11-14,tamil-nadu,Xiaomi,26-35,1,0,,0,
U18713,2020-02-27,west-bengal,Vivo,26-35,0,0,,0,
U18714,2021-10-20,telangana,Realme,26-35,0,0,,1,
U18715,2021-03-06,uttar-pradesh,Samsung,36-45,1,0,,0,
U18716,2020-11-01,karnataka,Samsung,18-25,1,0,,1,
U18717,2021-07-26,andhra-pradesh,Oppo,18-25,1,0,,0,
U18718,2021-03-11,telangana,Oppo,18-25,1,1,2021-03-18,0,
U18719,2022-05-17,kerala,Realme,26-35,1,1,2022-05-21,1,
U18720,2019-12-05,tamil-nadu,Apple,26-35,0,0,,1,
U18721,2021-10-03,rajasthan,Vivo,36-45,0,0,,1,
U18722,2021-09-10,madhya-pradesh,Apple,26-35,0,0,,0,
U18723,2022-02-22,karnataka,Others,36-45,0,0,,0,
U18724,2022-05-07,maharashtra,Realme,26-35,0,0,,0,
U18725,2020-08-07,rajasthan,Samsung,18-25,1,0,,0,
U18726,2022-09-28,himachal-pradesh,Vivo,18-25,1,1,2022-10-20,0,
U18727,2020-05-23,tamil-nadu,Samsung,26-35,1,1,2020-05-24,0,
U18728,2019-06-09,karnataka,Xiaomi,36-45,1,1,2019-07-09,1,2019-09-16
U18729,2022-06-16,kerala,Samsung,26-35,1,1,2022-07-03,0,2022-08-28
U18730,2019-08-08,odisha,Apple,26-35,1,1,2019-08-24,0,2019-10-21
U18731,2019-01-01,bihar,Samsung,18-25,0,0,,0,
U18732,2019-03-05,gujarat,Vivo,36-45,0,0,,0,
U18733,2022-06-22,haryana,Apple,36-45,1,1,2022-06-30,0,
U18734,2019-04-13,andhra-pradesh,Realme,46-60,0,0,,0,
U18735,2019-01-23,karnataka,Vivo,18-25,1,1,2019-02-12,0,2019-05-01
U18736,2020-07-15,jharkhand,Xiaomi,36-45,0,0,,1,
U18737,2019-01-01,west-bengal,Vivo,26-35,1,1,2019-01-04,0,
U18738,2020-09-13,uttar-pradesh,Vivo,26-35,1,1,2020-09-23,1,
U18739,2021-06-30,tamil-nadu,Xiaomi,36-45,0,0,,1,
U18740,2021-02-20,west-bengal,Vivo,36-45,1,1,2021-02-25,0,
U18741,2022-03-09,kerala,Motorola,26-35,1,0,,0,
U18742,2019-11-23,himachal-pradesh,Motorola,26-35,1,0,,0,
U18743,2019-07-19,uttar-pradesh,Oppo,26-35,1,1,2019-08-01,0,2019-10-16
U18744,2019-04-20,kerala,Samsung,46-60,0,0,,1,
U18745,2021-01-23,maharashtra,Oppo,26-35,1,1,2021-02-01,0,
U18746,2020-03-16,madhya-pradesh,Oppo,46-60,0,0,,0,
U18747,2022-08-15,maharashtra,Vivo,46-60,1,1,2022-08-19,1,
U18748,2020-01-26,andhra-pradesh,Motorola,26-35,1,1,2020-02-14,0,
U18749,2021-05-16,gujarat,Oppo,18-25,1,1,2021-05-21,1,2021-07-20
U18750,2021-02-02,haryana,Samsung,26-35,1,1,2021-02-04,0,2021-04-21
U18751,2019-06-05,gujarat,Samsung,18-25,1,0,,0,
U18752,2020-07-27,telangana,Xiaomi,18-25,1,0,,0,
U18753,2021-05-05,punjab,Samsung,26-35,1,1,2021-05-10,0,2021-06-16
U18754,2022-08-31,uttar-pradesh,Vivo,26-35,1,1,2022-09-04,1,
U18755,2019-02-15,maharashtra,Samsung,26-35,1,1,2019-02-21,0,
U18756,2020-09-01,uttar-pradesh,Samsung,36-45,1,1,2020-09-03,1,
U18757,2019-03-13,tamil-nadu,Xiaomi,46-60,1,1,2019-03-14,0,
U18758,2019-09-03,tamil-nadu,Vivo,18-25,1,1,2019-09-30,0,
U18759,2020-09-10,maharashtra,Vivo,26-35,1,1,2020-10-06,0,2020-12-16
U18760,2019-10-18,karnataka,Oppo,26-35,1,1,2019-10-25,1,2019-12-30
U18761,2020-06-22,maharashtra,Oppo,46-60,1,1,2020-06-24,0,
U18762,2021-07-24,uttar-pradesh,Samsung,26-35,1,0,,0,
U18763,2020-02-24,tamil-nadu,Samsung,26-35,1,0,,0,
U18764,2019-09-04,telangana,Realme,36-45,1,0,,0,
U18765,2022-07-27,delhi,Oppo,26-35,0,0,,0,
U18766,2022-10-28,uttar-pradesh,Oppo,18-25,0,0,,0,
U18767,2019-03-04,madhya-pradesh,Xiaomi,26-35,1,1,2019-03-08,0,
U18768,2021-09-02,tamil-nadu,Samsung,26-35,1,1,2021-09-09,1,2021-12-01
U18769,2019-12-24,punjab,Vivo,18-25,1,1,2019-12-30,0,2020-02-10
U18770,2019-01-30,tamil-nadu,Xiaomi,26-35,0,0,,1,
U18771,2019-08-19,karnataka,Vivo,18-25,1,1,2019-08-20,0,
U18772,2019-06-26,gujarat,Samsung,26-35,0,0,,0,
U18773,2020-04-25,delhi,Others,18-25,1,1,2020-04-30,1,
U18774,2021-07-21,tamil-nadu,Oppo,26-35,1,1,2021-07-23,0,
U18775,2022-04-02,uttar-pradesh,Xiaomi,18-25,1,0,,1,
U18776,2022-11-24,madhya-pradesh,Samsung,46-60,1,1,2022-12-20,0,
U18777,2022-02-15,haryana,Samsung,18-25,1,1,2022-02-18,1,2022-04-12
U18778,2020-07-13,kerala,Samsung,36-45,1,1,2020-08-06,0,2020-10-14
U18779,2020-07-07,haryana,Xiaomi,46-60,0,0,,1,
U18780,2019-02-16,maharashtra,Realme,18-25,0,0,,1,
U18781,2022-12-10,maharashtra,Oppo,26-35,1,0,,1,
U18782,2022-02-27,bihar,Vivo,46-60,1,1,2022-03-05,0,
U18783,2021-09-09,rajasthan,Oppo,36-45,1,1,2021-09-14,0,
U18784,2019-05-10,rajasthan,Oppo,18-25,1,1,2019-05-17,1,2019-07-10
U18785,2022-11-17,tamil-nadu,Apple,46-60,0,0,,1,
U18786,2019-11-10,uttar-pradesh,Apple,18-25,1,1,2019-11-29,1,
U18787,2020-03-17,jharkhand,OnePlus,46-60,1,1,2020-04-14,0,
U18788,2019-05-14,telangana,Xiaomi,26-35,0,0,,1,
U18789,2021-03-25,tamil-nadu,Samsung,18-25,0,0,,0,
U18790,2022-10-20,andhra-pradesh,Oppo,26-35,1,0,,1,
U18791,2021-02-11,gujarat,Vivo,46-60,1,1,2021-02-25,0,
U18792,2019-03-03,gujarat,OnePlus,26-35,1,1,2019-03-08,1,2019-05-30
U18793,2019-03-18,assam,Motorola,18-25,1,1,2019-03-22,0,
U18794,2021-10-15,rajasthan,Motorola,18-25,0,0,,0,
U18795,2021-06-04,west-bengal,Xiaomi,26-35,1,0,,0,
U18796,2021-08-11,karnataka,Xiaomi,26-35,1,1,2021-08-15,0,
U18797,2021-04-24,tamil-nadu,Oppo,26-35,1,1,2021-05-03,0,
U18798,2019-12-25,andhra-pradesh,Others,26-35,0,0,,1,
U18799,2019-01-28,odisha,Samsung,26-35,0,0,,1,
U18800,2022-03-27,uttarakhand,OnePlus,36-45,0,0,,0,
U18801,2019-04-01,kerala,OnePlus,36-45,1,1,2019-04-17,0,
U18802,2022-09-06,kerala,Vivo,26-35,0,0,,0,
U18803,2019-05-10,uttar-pradesh,Realme,36-45,1,1,2019-05-15,0,2019-06-17
U18804,2020-07-29,odisha,Xiaomi,18-25,1,1,2020-08-02,0,
U18805,2022-12-24,jharkhand,Oppo,18-25,1,1,2023-01-12,0,2023-02-18
U18806,2020-07-30,karnataka,Realme,26-35,0,0,,1,
U18807,2021-09-08,gujarat,Samsung,26-35,0,0,,0,
U18808,2020-02-20,tamil-nadu,Vivo,26-35,1,1,2020-02-22,1,
U18809,2020-07-01,telangana,Realme,46-60,1,0,,0,
U18810,2019-02-19,uttar-pradesh,Xiaomi,18-25,0,0,,0,
U18811,2022-10-06,telangana,Xiaomi,18-25,1,1,2022-10-21,0,
U18812,2020-07-10,punjab,Xiaomi,46-60,0,0,,1,
U18813,2020-01-21,maharashtra,Samsung,36-45,1,1,2020-01-22,1,
U18814,2020-04-25,karnataka,Vivo,18-25,1,0,,0,
U18815,2022-11-13,uttar-pradesh,OnePlus,26-35,1,1,2022-12-10,0,
U18816,2021-07-06,kerala,Vivo,36-45,1,1,2021-07-15,1,
U18817,2019-01-04,maharashtra,Samsung,46-60,1,1,2019-01-10,0,
U18818,2022-08-24,haryana,Oppo,18-25,1,1,2022-08-31,1,
U18819,2019-04-01,gujarat,Xiaomi,46-60,1,0,,0,
U18820,2022-02-27,uttar-pradesh,Apple,26-35,1,1,2022-02-28,0,2022-04-19
U18821,2021-06-10,uttar-pradesh,Samsung,26-35,0,0,,0,
U18822,2022-02-18,uttar-pradesh,Xiaomi,46-60,1,1,2022-02-21,1,
U18823,2022-12-10,karnataka,Vivo,46-60,1,0,,0,
U18824,2021-09-27,maharashtra,Vivo,26-35,0,0,,1,
U18825,2020-04-19,bihar,Samsung,26-35,1,1,2020-04-23,1,
U18826,2019-04-07,karnataka,Realme,46-60,1,1,2019-04-08,1,2019-06-01
U18827,2020-08-09,maharashtra,Xiaomi,36-45,1,0,,1,
U18828,2021-01-15,bihar,Others,26-35,0,0,,1,
U18829,2019-07-01,andhra-pradesh,Motorola,26-35,0,0,,0,
U18830,2022-05-09,maharashtra,Realme,26-35,1,0,,0,
U18831,2021-01-22,uttar-pradesh,Xiaomi,46-60,0,0,,0,
U18832,2021-07-23,tamil-nadu,Oppo,26-35,1,1,2021-08-07,0,
U18833,2021-08-25,jharkhand,Oppo,18-25,1,0,,0,
U18834,2022-01-20,rajasthan,Samsung,36-45,0,0,,1,
U18835,2019-12-02,madhya-pradesh,Vivo,26-35,1,1,2019-12-03,1,2020-02-12
U18836,2021-02-03,bihar,Xiaomi,36-45,0,0,,0,
U18837,2022-09-10,gujarat,Samsung,36-45,1,1,2022-09-25,0,
U18838,2021-01-30,maharashtra,Samsung,36-45,1,0,,1,
U18839,2022-02-02,jharkhand,Xiaomi,26-35,0,0,,0,
U18840,2022-01-12,rajasthan,Samsung,26-35,1,0,,0,
U18841,2019-10-26,uttar-pradesh,Oppo,36-45,0,0,,0,
U18842,2020-10-18,bihar,Realme,18-25,0,0,,0,
U18843,2022-08-02,haryana,Others,46-60,0,0,,0,
U18844,2020-12-11,telangana,Samsung,26-35,1,1,2021-01-02,0,2021-03-26
U18845,2021-04-13,rajasthan,Xiaomi,26-35,1,0,,1,
U18846,2019-12-23,himachal-pradesh,Vivo,46-60,0,0,,0,
U18847,2022-04-03,maharashtra,Others,26-35,1,1,2022-04-09,0,
U18848,2021-04-02,uttar-pradesh,Oppo,18-25,1,0,,1,
U18849,2021-02-01,karnataka,Others,26-35,0,0,,0,
U18850,2021-08-15,uttar-pradesh,Oppo,26-35,1,0,,1,
U18851,2020-12-12,rajasthan,Vivo,26-35,0,0,,0,
U18852,2020-08-21,andhra-pradesh,Samsung,26-35,1,1,2020-08-25,1,
U18853,2019-10-30,karnataka,Xiaomi,26-35,1,1,2019-11-05,1,
U18854,2022-10-09,maharashtra,Apple,26-35,1,0,,1,
U18855,2021-10-09,andhra-pradesh,Samsung,18-25,1,1,2021-10-30,0,
U18856,2022-10-15,andhra-pradesh,Samsung,26-35,0,0,,0,
U18857,2022-01-15,haryana,Vivo,26-35,1,1,2022-01-16,1,
U18858,2021-04-15,maharashtra,OnePlus,36-45,0,0,,1,
U18859,2021-01-07,tamil-nadu,Samsung,26-35,1,1,2021-01-11,0,
U18860,2021-06-03,karnataka,Xiaomi,26-35,1,1,2021-06-05,0,2021-07-18
U18861,2019-06-27,maharashtra,Apple,46-60,1,0,,0,
U18862,2022-05-18,karnataka,Motorola,18-25,1,1,2022-05-26,0,
U18863,2020-06-02,kerala,Xiaomi,26-35,1,1,2020-06-16,0,
U18864,2019-10-09,karnataka,Oppo,18-25,1,1,2019-10-20,1,
U18865,2020-11-12,odisha,Samsung,26-35,1,1,2020-11-13,0,
U18866,2021-01-04,madhya-pradesh,Apple,18-25,1,1,2021-01-11,0,2021-02-19
U18867,2022-08-14,maharashtra,Oppo,36-45,1,1,2022-08-16,1,
U18868,2021-08-13,uttar-pradesh,Xiaomi,26-35,0,0,,1,
U18869,2021-07-12,maharashtra,Vivo,18-25,1,1,2021-07-14,0,
U18870,2022-01-09,maharashtra,Xiaomi,46-60,1,0,,1,
U18871,2022-10-25,telangana,Samsung,26-35,1,1,2022-10-29,1,2023-01-11
U18872,2019-12-03,uttar-pradesh,Vivo,18-25,1,1,2019-12-04,0,
U18873,2019-03-29,karnataka,Samsung,26-35,1,1,2019-03-31,1,
U18874,2020-12-04,madhya-pradesh,Vivo,26-35,1,1,2021-01-01,0,
U18875,2021-11-03,west-bengal,Oppo,18-25,0,0,,0,
U18876,2022-07-04,haryana,OnePlus,18-25,0,0,,1,
U18877,2019-10-25,tamil-nadu,Samsung,18-25,1,1,2019-11-16,1,
U18878,2022-05-11,tamil-nadu,Oppo,36-45,0,0,,0,
U18879,2020-11-30,maharashtra,Vivo,18-25,1,1,2020-12-13,1,2021-01-27
U18880,2022-01-11,karnataka,Samsung,18-25,1,1,2022-02-02,1,2022-03-11
U18881,2022-07-19,punjab,Vivo,18-25,1,1,2022-07-21,0,
U18882,2019-11-23,uttar-pradesh,Samsung,46-60,1,1,2019-11-29,1,2020-02-04
U18883,2022-03-20,tamil-nadu,Vivo,18-25,1,1,2022-03-26,1,2022-06-08
U18884,2019-10-13,punjab,Apple,26-35,1,1,2019-10-15,1,
U18885,2020-02-26,uttar-pradesh,Xiaomi,36-45,0,0,,0,
U18886,2022-11-20,uttar-pradesh,Xiaomi,26-35,1,0,,0,
U18887,2021-03-22,maharashtra,Xiaomi,36-45,1,1,2021-04-08,0,
U18888,2019-06-17,odisha,Vivo,46-60,1,1,2019-06-21,0,
U18889,2021-05-08,punjab,Realme,26-35,0,0,,1,
U18890,2019-08-18,uttar-pradesh,Xiaomi,18-25,1,1,2019-08-20,0,
U18891,2021-10-23,bihar,Xiaomi,26-35,1,1,2021-10-30,0,
U18892,2022-01-19,uttarakhand,Xiaomi,36-45,1,0,,1,
U18893,2019-03-27,karnataka,Vivo,18-25,1,1,2019-04-26,0,
U18894,2021-11-30,madhya-pradesh,Motorola,26-35,1,1,2021-12-02,0,
U18895,2019-08-01,uttar-pradesh,Samsung,36-45,1,0,,0,
U18896,2022-03-24,andhra-pradesh,Vivo,36-45,1,1,2022-03-27,0,
U18897,2019-01-09,tamil-nadu,Xiaomi,36-45,1,1,2019-02-06,1,2019-04-27
U18898,2020-06-05,west-bengal,Xiaomi,36-45,1,1,2020-06-11,0,2020-08-21
U18899,2022-02-01,madhya-pradesh,Xiaomi,26-35,1,1,2022-02-08,1,
U18900,2022-09-23,telangana,Xiaomi,36-45,1,0,,0,
U18901,2019-12-04,odisha,Samsung,26-35,1,0,,0,
U18902,2020-04-09,maharashtra,Xiaomi,46-60,1,0,,0,
U18903,2022-11-01,karnataka,Samsung,18-25,0,0,,0,
U18904,2022-12-24,uttar-pradesh,Xiaomi,36-45,1,1,2022-12-26,1,2023-03-13
U18905,2020-11-16,rajasthan,Vivo,26-35,1,0,,0,
U18906,2021-09-28,rajasthan,Xiaomi,36-45,1,1,2021-10-01,1,2021-11-26
U18907,2019-08-28,tamil-nadu,Oppo,26-35,0,0,,1,
U18908,2020-10-28,himachal-pradesh,Samsung,36-45,0,0,,0,
U18909,2021-02-03,bihar,Oppo,36-45,1,1,2021-02-24,0,2021-03-27
U18910,2022-01-28,maharashtra,Vivo,26-35,1,1,2022-02-15,1,
U18911,2021-03-19,rajasthan,Xiaomi,26-35,1,1,2021-03-26,0,
U18912,2021-12-07,punjab,Others,36-45,1,0,,0,
U18913,2022-09-07,uttar-pradesh,Vivo,46-60,0,0,,0,
U18914,2021-03-15,rajasthan,Oppo,36-45,1,1,2021-03-21,1,
U18915,2020-03-24,bihar,Motorola,18-25,1,1,2020-03-27,0,2020-05-01
U18916,2022-03-27,maharashtra,Xiaomi,26-35,1,1,2022-04-13,0,
U18917,2020-12-20,kerala,Samsung,18-25,1,1,2020-12-22,0,
U18918,2021-04-15,maharashtra,Xiaomi,26-35,0,0,,0,
U18919,2022-11-09,rajasthan,Samsung,18-25,1,1,2022-11-12,0,2023-02-06
U18920,2019-08-06,assam,Realme,26-35,0,0,,0,
U18921,2020-04-07,gujarat,Apple,46-60,1,0,,0,
U18922,2022-08-04,odisha,Xiaomi,26-35,1,1,2022-08-05,0,
